,neg,neu,pos,compound,lyrics,album,year
61,0.136,0.781,0.083,-0.9792,"<i>[Hook:]</i> Got the whips, got the hoes Got the ice, got the clothes Niggas know that keys open doors Half price nigga keep the o's Keep the o's, nigga keep the o's Know they call me Mr. Treat Your Nose Keep the o's, (nigga) keep the o's Know they know me by treat your nose  <i>[Verse 1 - Pharrell Williams:]</i> Look, UFO, bow, land Skrr landed on the ass and Adidas leaf in the grassland My finger got a yellow Pac-Man Blow your purple Go in circles (So inertia) Go reverse it No rehearsin' Gold is perfect Open curtain, flow inversion Golden person Yeah I'm nerdy, yeah I'm swerving Yeah you heard me  <i>[Hook x2]</i>  <i>[Verse 2 - Tyler, The Creator:]</i> My garden's full from breaking these hoes A hand full of green and a couple of stones Your lawnmower's foreign, you rent you a home But nigga, how much of that shit do you own? See me, I don't compromise, I know my accomplishments Fuck your compliments, bitch I got confidence I don't need your approval, my nigga you suck I do not have to adjust You stuck, I'm talking So shut the fuck up Speedin' and gleamin' and stuntin' so Evel Knievel You convene with that circle of demons you’re hoping them niggas’ll see it Results may vary Chains got too heavy I'll rather pedal smooth on my bike than crash in that Bugatti Back to the garden Niggas gon' do dirty Y'all already saw it Killing your flowers This thing’s impossible It's the new slave apocalypse Isn’t that obvious All you stupid niggas got the whips  <i>[Hook]</i>  Keep da o's You gotta keep the o's Cause you never know when it's over You want the doors that go up You want the girls with the big butts You want the diamonds, you want the stones You gotta stunt on these niggas Stunt on these niggas one time  Find your wings Find your wings Find your wings And fly You'll find your wings (You'll find your wings) Learn how to fly (Learn how to fly)  What I want you to do (What I want you to do)  You'll find your wings Learn how to fly (Learn)  I'm rapping about diamonds, and cars, and money now What the fuck has gotten into me, man",Cherry Bomb,2015
62,0.082,0.772,0.146,0.9907,"<i>[Verse 1 - Tyler, The Creator:]</i> Let's just run away from here (cause it's not, cause it's not) Working out on Earth, my dear (cause It's not, cause it's not) What you really want girl (ooh) My heart stops pumping blood, when I see you (I see you, when I see you) But try to play it cool because (I like you, I really like you)  <i>[Hook - Tyler, The Creator:]</i> Girl, you're so special To me, to me To me, to me To me, to me To me, to me To me, to me To me, to me  <i>[Verse 2 - Tyler, The Creator:]</i> Let's move to California Right now (pack your bags, go pack your bags) I have wings on my back, so we don't (take the plane, have to take the plane) Girl, I know you ready, I can see it in your eyes (Boy, I know you're not, I can tell you're terrified) Oh, nobody has to know and if they did, they wouldn't care (When you rub my hands switching fifth gear) Forget about it baby, let's not waste our afternoon (forget about it baby) Cause we're gonna go fly to the moon (we're gonna go fly to the moon) Yeah, but anyway (Pack your bags, need you pack your bags) Leave your crew, bring your coat, cause it's cold (leave your crew, bring your coat)  <i>[Hook - Tyler, The Creator:]</i> Girl, you're so special To me, to me To me, to me To me, to me To me, to me To me, to me (ohh)  <i>[Verse 3 - Alice Smith (Leon Ware):]</i> (Don't you wanna go back) (Let's go, let's go) (Right now) I think I believe you (Let me show you how girl) It's nice that I need to The earth is so rough I'm not calling your bluff What, what, what (She would love that) I think I believe you Take me higher Let's make our way over To the Okaga cave Today (today) There we will stay, play it cool now X-Y-Z her Welcome me in Then we'll begin  <i>[Verse 4 - Tyler, the Creator:]</i> Suckin' on my ears, fingers rubbing through your hair Fastwind, slowwind, fuck yeah, we behaving bad, uh Probably couldn't tell but I be blushing when you with me When you kiss me, swear to God, blood was rushing to my Jimmy, oh Laying on my trampoline, looking at the stars From my fake space fog machine Laying on my arm, it's dead From the pressure of your head I said I loved you, said it back Like it was scripted, but you meant it Like the flavor of that lemonade That we was sippin on our sushi-ridden dinner date Oh, you think you special now? Other bitches trippin' now Cause we're fleeing to the moon Fuck Earth, man we sick of y'all Wings on my backs and we ain't gotta cop a ticket, nah, nah, nah  <i>[Coda - Leon Ware:]</i> Oh yeah Oh yeah, let's go to the moon! Oh yeah, let's go to the moon! Oh yeah (Let's go!) Oh yeah, let's go to the moon! Oh yeah, let's go to the moon! (Watch this) Let's go to the moon! Oh yeah (Favorite director) (Gonna be good) Come on, baby What you wanna do? (I'll be okay) (I really like you)  <i>[Alice Smith (Leon Ware):]</i> Take me away Fuck what they say To another place Another day We in outer space We'll waste our days Sade, Sade, Sade Oh, right now Yes! Let's go to the moon (Yes!) (It's about to start)",Cherry Bomb,2015
63,0.0,0.821,0.179,0.9186,"Now when I first saw you I could tell you was the one That I've been searchin' for I needed somethin' that was like the Sun Now all my flowers grow Right now my life, it blooms, baby  You're my favorite color, my favorite color My favorite color's you It's like the endless summer, endless summer Whenever I'm with you Cause you're my yellow, yellow, yellow Cause you're my yellow, yellow, yellow",Cherry Bomb,2015
64,0.255,0.677,0.068,-0.9956,"Shit, piss, fuck, cunt, cocksucker, motherfucker Anything that'll piss you muthafuckas off I don't even smoke and I'm a level up of all of y'all Bitch, you couldn't reach me with a ladder and a calling card  I'm special, nigga Who the fuck are you?! I'm special, nigga  They used to tell me to calm down, said I have a problem Now I'm runnin' shit, that's why you never see me wearin' joggers Lead by example, how? All y'all is my son and I ain't never had a fuckin' father Boy, I'mma bring the noise I got my own beat and we all got drums What these weapons about? We're just flexin' about You on your grind who the one that got the wep at their house? Bitch, I do this on purpose, you niggas don't got a purpose This nigga call me a clown, nigga I own the circus Stack is sittin' in my pocket folded up like a papaya You know I golf bitch like I been sleepin' with Tiger Woody woody, my mob, mob is goodie we Oddkast We o-K-K-K just like the clan Hoodie golf shit packet, rip it out the fuckin' package In that all pink fit lookin' like a fuckin' faggot Who the fuck you think you fuckin' with, nigga!? I'm a bad case of I don't even know I'm about to tear the shit out this goddamn house I think I'm about to blow my muthafuckin' brains out Tyler, take a chill pill, nigga",Cherry Bomb,2015
65,0.069,0.832,0.099,0.9143,"<i>[Tyler, The Creator:]</i> How many cars can I buy 'til I run out of drive? How much drive can I have 'til I run out of road? How much road can they pave 'til they run out of land? How much land can there be until I run in the ocean? You niggas go with the motions and all the plans Sea I was never into the beaches and all the sands See, I was in the woods with flowers, rainbows and posies Falling outta my pocket, but ya'll want to know if I swam to cool down How much cooler can I get until I run out of fans? How many fans can I have until I turn on the AC? If the AC blows, well then I'm TNT, I'm gone  <i>[Rex Orange County:]</i> I'm gone and I'm finished And I ain't seen my friends in a minute Guessing nothing lasts forever Yeah, nothing lasts forever Nothing sticks together Sick of sitting in doubt Please let me figure this out  <i>[Tyler, The Creator:]</i> Shout out to the girls that I lead on For occasional head and always keeping my bed warm And trying their hardest to keep my head on straight And keeping me up enough 'til I had thought I was airborne How many raps can I write 'til I get me a chain? How many chains can I wear 'til I'm considered a slave? How many slaves can it be 'til Nat Turner arise? How many riots can it be 'til them Black lives matter? Niggas click clack splatter, pew, pew that nigga Life a game of basketball, you better shoot that nigga 'Cause if that cop got trigger, he better pull 'Cause when I get pulled over, I usually play it cool 'Cause I know what I'm driving is usually paid in full And my ego and possessions, will not let me be one Because I got a mansion, my mansion got some rooms Them rooms got some windows and my windows got some views Them views get some stares and my backyard does too And if you walk to the bottom you'll prolly see a pool You better not drown, keep them ten toes up 'Cause if those ten toes down, that mean that you fucked up And that's what I swim in  <i>[Rex Orange County:]</i> And if I drown and don't come back Who's gonna know? (Baby, then I'll know) And if I crash and don't come back Who's gonna know? (Baby, then I'll know) And if I fall and don't come back Who's gonna know? (Baby, then I'll know) I'm wondering if I don't come back Maybe then I'll know",Flower Boy,2017
66,0.082,0.847,0.07,-0.744,"<i>[Tyler, The Creator:]</i> Ayo Let take it back to them day Counting sheep on Sadie Hannah's floor Carpet was my baby mama 80 dollar profit from the coffee I poured Rent-A-Center calling everyday Nobody home, they're knocking on the door Now I skrrt, skrrt, skrrt, skrrt In toys I only dreamed that I could afford Now I roll through Okaga, California  <i>[Frank Ocean:]</i> I ride through California These frog oval goggles I'm leaning out the window OJ shining on me Simp-Sun shining on me Slick circles floating Vro we off this world (Yeah, yeah)  <i>[Tyler, The Creator:]</i> Run it, run it, run it, run it I rock, I roll, I bloom, I glow (I glow) I rock, I roll (What you say?), I bloom, I glow (I glow) I rock, I roll (Let 'em know), I bloom, I glow (I glow) I rock, I roll (One more time), I bloom, I grow (Let's go!)  Ain't nobody fucking with T, but that just may be my ego But don't be too cool, you might freeze Because niggas get stuck in the cold (Man, look at this ice) Shit weighs a ton, water your garden, my nigga (Stunt on these niggas) Tell these black kids they can be who they are Dye your hair blue, shit, I'll do it too Look, I smell like Chanel I never mall gup with my manicured nails I coconut oil the skin I keep the top low 'cause the follicles thinnin' But other than that, man, it feels like I'm winning Went from statistic to millionaire CNN doubted 'cause my skin is dark Then they forget when I get in my car  <i>[Frank Ocean:]</i> I ride through California These frog oval goggles I'm leaning out the window OJ shining on me Simp Sun shining on me Slick circles floating Vro we off this world (Yeah, yeah) Run it, run it, run it, yea  <i>[Tyler, The Creator:]</i> I glow (I glow) I rock, I roll (What you say?), I bloom, I glow (I glow) I rock, I roll (Let 'em know), I bloom, I grow (I grow) I rock, I roll (One more time), I bloom, I... (Let's go!)  Flower boy T, nigga that's me Rooted from the bottom, bloom into a tree Took a little while, nigga making leaves Keep it in my branches family could eat Favorite color green, energy is strong Giving niggas life, birdies and the beez Dropping them seeds, not what you want You don't know what I keep in the trunk  Ah, shit!  Run it, run it, run it, run it Run it Run it Run it",Flower Boy,2017
67,0.0,0.875,0.125,0.5913,"Sometimes, I sit in my room  ""It's Golf Radio, you're on the air with Shane Powers Taking requests... What's uh... What's your name? Hello? Um, okay, well, since, you want to be Mr. Fucking Secret Agent, what song you wanna hear?""  The one about me",Flower Boy,2017
68,0.1,0.749,0.151,0.8642,"<i>[Tyler, The Creator:]</i> Okay, okay, okay, okay Okay, okay, oh  You live in my dream state Relocate my fantasy I stay in reality You live in my dream state Anytime I count sheep That's the only time we make up You exist behind my eyelids, my eyelids I don't wanna wake up  <i>[Tyler, The Creator &amp; Kali Uchis:]</i> 20/20, 20/20 vision Cupid hit me, cupid hit me with precision, I Wonder if you look both ways When you cross my mind, I said, I said I'm sick of, sick of, sick of, sick of chasing You're the one that's always running through my day dreams, I I can only see your face when I close my eyes Can I get a kiss? And can you make it last forever? I said I'm 'bout to go to war And I don't know if I'ma see you again Can I get a kiss? (Can I) And can you make it last forever? (Can you) I said I'm 'bout to go to war ('Bout to) I don't know if I'ma see you again (Uh, switch it up)  <i>[Tyler, The Creator:]</i> I said, okay, okay, okay, okie dokie, my infatuation Is translatin' to another form of what you call it? — Love Oh yeah, oh yeah, oh yeah, I ain't met you I've been looking, stop the waiting 'fore I stop the chasing, like a alcoholic You don't understand me, what the fuck do you mean? It's them rose tinted cheeks, yeah it's them dirt-colored eyes Sugar honey iced tea, bumblebee on the scene Yeah I'd give up my bakery to have a piece of your pie Yeugh!  <i>[Tyler, The Creator &amp; Kali Uchis:]</i> 20/20, 20/20 vision Cupid hit me, cupid hit me with precision, eye Wonder if you look both ways When you cross my mind, I said, I said I'm sick of, sick of, sick of, sick of chasing You're the one that's always running through my day dreams, I I can only see your face when I close my eyes (So) Can I get a kiss? (Can I get a kiss?) And can you make it last forever? (Oh, forever) I said I'm 'bout to go to war (Go to war) I don't know if I'ma see you again (See you again) Can I get a kiss? (Can I) And can you make it last forever? (Can you) I said I'm 'bout to go to war ('Bout to) I don't know if I'ma see you again  <i>[Tyler, The Creator &amp; Kali Uchis:]</i> Okay, okay, okay, okay Okay, okay, okay, oh La la, la la la la, la la La la, la la la, la la La la, la la la la, la la La la, la la la la One more time?",Flower Boy,2017
69,0.167,0.742,0.091,-0.9954,"<i>[Tyler, The Creator:]</i> Yo, who dat boy? Who him is? Him that nig-ga, I swear Stand up guy, him don't need no chair Well, where the fuck him at? 'Cause nigga, I'm right here I don't shop at the mall, all y'all just Dumb mothafucka I'm a goddamn artist You can give me some markers and I'll draw you a closet And you know that it's GOLF Bitch gon' and make the deposit Nigga fresh to death like he got dressed in a coffin Cons, overalls, and a striped shirt The boy drip swag like a broken faucet It's runnin', nigga, I'm runnin' Shit, that cherry be the bomb like he ran in Boston Won't stop 'til the cops surround him One nigga jiggy and the other awesome With his fuckin' face blown off, that's how they found him It's Young T  <i>[Tyler, The Creator:]</i> Who dat boy? Who him is? Who dat boy? Who him is? Nigga, who dat boy? Who him is? Who dem boys? Nigga, who dem is, nigga? <i>[A$AP Rocky:]</i> Why you niggas feel like that? Mad 'cause a nigga's neck chill like that Mad 'cause a nigga push wheel like that? Why you puttin' bad vibes in the air like that? Nigga who dem boys?  Who dem is? Nigga, who dem is? Who else step in this bitch this jig? Who else your bitch say got a bick this big? Who else came through with a wrist this flick? Nigga, Guess my pants, do my dance Spin around, bitch, you can kiss my ass Never seen your nigga in this much Raf Still doin' math when I miss my class Was it Summertime '06, had the number 9 Nigga, never mind, wasn't none but time before Vince Had the Gucci gold tips with the letterman Nigga, dollar sign was my favorite number at the time Fresh freshmen 'til they skipped my ass Senior citizen, don't forget my pass Been that nigga and you knew that there Make the dick disappear, how she do that there?  <i>[Tyler, The Creator:]</i> Who dat boy? Who him is? Who dat boy? Who him is? Nigga, who dat boy? Who him is? Who dem boys? Nigga, who dem is, nigga? <i>[A$AP Rocky:]</i> Why you niggas feel like that? Mad 'cause a nigga's neck chill like that Mad 'cause a nigga push wheel like that? Why you puttin' bad vibes in the air?  <i>[Tyler, The Creator:]</i> Fuck the rap, I'm tryna own a planet From my other fuckin' business ventures <i>[A$AP Rocky:]</i> These niggas these days Actin' like some bitches, like they're fuckin' with ya (yeah) Teeth is glistenin', Jesus, Christmas He just shittin', she exquisite, bitches be expensive (oh, no, nigga) And I don't even need attention WANG$AP on the bumper sticker, fuck you niggas <i>[Tyler, The Creator:]</i> Fuck global warming, my neck is so frio I'm currently lookin' for '95 Leo My mom say she worried because I'm so I'll I should stay in bed, but got too much bread To make, she said watch my weight So I stayed home and start eatin' some meals Get out of my way, way Boy that's McLaren, that's 0 to 60 in 2 point nueve, I'm gone  Fuck",Flower Boy,2017
70,0.072,0.833,0.095,0.9368,"<i>[Tyler, The Creator:]</i> My mother warned me that some niggas ain't my right hand To trust her, only my heart and that elder white man His name is Clancy, I fancy him, gotta give him props He half the reason why dealerships even let me cop So now I'm speedin' and tryna drive away from the fact That she was right, so I triple left, tryna double back The streets are filled with some clues, like how I ain't notice that? (How I ain't see that?) Fuck it, I seen some familiar stuff in the cul-de-sac I pull up, get out, what up? I wanna help But what you want for some, some niggas really don't want for themself Now do I stay? Do I go? That's my dilemma And traffic is picking up, if I don't leave I'ma get stuck (skrrt) So I speed off, we talk barely and it seems awk.. -Ward, and I heard through some words that you off it I got too much drive, don't wanna steer off path And crash and get distracted But I listen to that weather man 'cause it might rain Keep my windshield wipers prepared 'cause y'all threw so much shade And I got jacket in trunk, but that's in the front I also got power for both of us if you're ever in need of jump Just let me know, my nigga  <i>[Jaden Smith &amp; Tyler, The Creator:]</i> I had to switch the gears on 'em Fishtail in the rearview mir' on 'em (skrrrrrt!) I had to switch the gears on 'em You know, swerve, left turn, steerin' wheel on 'em Nigga that's a pothole, watch out for the pothole Watch out for the pothole, watch out for the pothole Look out for the pothole, watch out for the pothole Watch out for the pothole, watch out for the pothole  <i>[Tyler, The Creator:]</i> Snakes in the grass, but I walk I got some new boots, on the back it says GOLF So I be prepared for their bites, they're all talk I left the condom in the grass so fuck off Watchin' Clarence in a mansion with nobody in it Young successful nigga, ride McLaren with no windows tinted I draw my piggies when I'm in it 'cause it feels amazin' The irony is I stopped eatin' bacon Don't get it twisted, nigga, I'm still hungry, oh he lonely All my friends talk about their hoes and tenderonies All I can show 'em is a couple cars and more things That I've made in the couple past month, he's on, please Everyone is a sheep, me, a lone wolf Nobody gon' make a peep 'cause everyone wants some wool Since everyone is a sheep, not everyone here is cool Man I'd rather drown in a pool by myself than fuck with their fleece See, man, T-Man fans be seesaw Wind blows, they go, which way, who knows? One day, ""Fuck no,"" the next day, ""Okay"" But fuck y'all, I know that T is four for four I just want that garden and that Batmobile Good health, success, time on earth worthwhile Find somebody who love me and raise a couple of lizards But my vehicle's good for now, that's in a couple of miles Now keep it pushin', nigga  <i>[Jaden Smith &amp; Tyler, The Creator:]</i> I had to switch the gears on 'em Fishtail in the rearview mir' on 'em (skrrrrrt!) I had to switch the gears on 'em You know, swerve, left turn, steerin' wheel on 'em Nigga that's a pothole, watch out for the pothole Watch out for the pothole, watch out for the pothole Look out for the pothole, watch out for the pothole Watch out for the pothole, watch out for the pothole  <i>[Tyler, The Creator:]</i> Fuck, okay, next one Do-do-do-do-do-do Gotta watch out for the potholes Ooh, said watch out for the potholes",Flower Boy,2017
71,0.022,0.857,0.121,0.9697,"<i>[Estelle:]</i> Don't kill the rose Boy, it could move Love every flower Out the cocoon  <i>[Tyler, The Creator:]</i> You don't have to hide I can smell it in your eyes That there's something more to say, baby Them words Damn, run me back, yeah  <i>[Estelle &amp; Tyler, The Creator:]</i> If I could, if I could If you could Find the words to say Find the words to say Find the words In the garden Shed Go  <i>[Estelle:]</i> Don't kill the rose Boy, it could move Love every flower Out the cocoon  <i>[Tyler, The Creator:]</i> Ayo Garden shed, garden shed, garden shed, garden shed For the garden That is where I was hidin' That was real love I was in Ain't no reason to pretend Garden shed, garden shed, garden shed Garden shed for the garçons Them feelings I was guardin' Heavy on my mind All my friends lost They couldn't read the signs I didn't wanna talk and tell 'em my location And they ain't wanna walk Truth is, since a youth kid, thought it was a phase Thought it'd be like the phrase ""poof,"" gone But, it's still goin' on Big fan of the base 10 Polka dot knows, how it goes Had to keep it on the subwoofer A couple butterflies when I float I was always like eh Barely interested, but I bag just to brag to my boys like bruh This is a crucial subject matter Sensitive like cookin' batter 'Til the temperature that's risin' Steppin' on that ladder Tryna grab the rings of Saturn I'm a plant it by the time you hear this Chittin' chatter, 'bout to heat it It will not fuckin' matter",Flower Boy,2017
72,0.115,0.747,0.137,0.9773,"<i>[Rex Orange County &amp; Corinne Bailey:]</i> When you're having fun, fun Time flies, time flies, time flies When you're having fun (time flies) Out the window (go, go, go)  <i>[Rex Orange County:]</i> Find some time Find some time to do something Find some time Find some time to do something Find some time Find some time to do something  <i>[Rex Orange County &amp; Anna of the North:]</i> Boredom got a new best friend (Boredom, boredom, best friend) Cause boredom got a new best friend Boredom got a new best friend Na na na...  Find some time Find some time to do something Find some time (Find some time, oh)  <i>[Tyler, The Creator:]</i> Boredom, boredom, boredom, boredom Boredom, boredom, boredom, boredom Boy, my bedroom floor is a cereal burial, I'm serious I ate 'em all, dry boxes, bodies, yeah I caught 'em If we're talkin' 'bout real meals, ask my stomach, he ain't saw 'em I've been in this fuckin' room so long My eyeballs are turning to dry wall My friends suck, fuck 'em, I'm over 'em ""Hi y'all, y'all ain't hit me all day What the fuck is the problem? Is it me? 'Cause I'm not solved, I'm... bored.""  <i>[Rex Orange County &amp; Anna of the North:]</i> Find some time Find some time to do something Find some time Find some time to do something Find some time Find some time to do something  <i>[Tyler, The Creator:]</i> Bored and getting desperate as hell Cellular not amusing and I hope someone will Message me with some plans that are amusing as well Cause I haven’t seen the exit of these walls since before this morning Morning, morning, morning, morning (Morning, oh, what the fuck?) Got some cars I can handle but nowhere for performance My stomach angry and yellin', I need some food, I could order But I hate eating solo Need someone, we can loiter in parking lots And sunsets at the border, yeah Ringy dingy dong, I can't be alone I been starting to feel like I don't know anyone So now I'm staring at my ceiling fuckin' going Like I have no idea where I'm going Tick tock (Damn, gotta get outta here)  <i>[Rex Orange County, Anna of the North &amp; Tyler, The Creator:]</i> Find some time Find some time to do something (Hey, can y'all help me right quick?) Find some time Find some time to do something Find some time Find some time to do something  <i>[Tyler, The Creator &amp; Anna of the North:]</i> Cause boredom got a new best friend Boredom got a new best friend Cause boredom got a new best friend Tick tock  <i>[Rex Orange County:]</i> Find some time, find some time Gotta find some time, find some time Gonna find some, find some time ... Time, time, time, time...  <i>[Shane Powers:]</i> ""Ride's over, we got some tickets to see s..""",Flower Boy,2017
73,0.138,0.769,0.092,-0.9865,"Right now we got some new music only here on Golf Radio (God I love this sample) (We're going to dance And exercise And have some fun)  I ain't got time for these niggas Better throw a watch at the boy Had my boys in this bitch, lookin' like a seminar Who the fuck you talkin' to motherfucka? Boy I ain't got tiiiime for these bitches Better throw a clock at these hoes Had these hoes in this bitch lookin' for a water hose Who the fuck you talking to, muthafuckin boy? Boy I ain't got time  Boy, I need a Kleenex How I got this far? Boy, I can't believe it That I got this car, so I took scenic Passenger a white boy, look like River Phoenix First... (Happy birthday!!!) You bitch ass nigga yep, I'm thirstay The little shots that you threw, they ain't hurt me I ain't fuck with you bitch ass in the first place  I ain't got tiiiime for these niggas Better throw a watch at the boy Had my boys in this bitch, lookin' like a seminar Who the fuck you talkin' to motherfucka? Boy I ain't got tiiiime for these bitches Better throw a clock at these hoes Had these hoes in this bitch lookin' for a water hose Who the fuck you talking to, muthafuckin boy? Boy I ain't got time  Nat Turner would be so proud of me Cause all these (motherfuckers!) got they style from me I bet they all looking from the crowd at me And if I ask them, they'll bow to me But, you a house nigga, so you don't know How that shit go with my big lips and my big nose And my big dick and my short hair Cuz' you already know how slow my shit grow  Tick tock Tick tock Tick tock Tick tock ...  Been the man with a bigger plan Niggas know the deal When I set upon, bet I get a 100 mil' Next line, I'll have em' like woah I've been kissing white boys since 2004 One need to See three Ms Four, five, six years ago Suck selling figure Conversations with Converse finalized, 'cause Vans fucked up I'mma be common, so you gon' need commas Saying what I shoulda did, but you ain't did nada You ain't important I'mma keep sporting All Smiles Over Here Shout out to The Garden (Tick tock) And, I just handle all my business like a chess board (Tick tock, tick tock) And them golf boys, that's my muthafuckin' set boy Hard to swallow like some thick soda Walk wit' it, 'cause my pockets look like thick Yoda Do the Skywalker, riding round' sola And the kid skin sprite, and my tint cola Getting neck from the ball like some big shoulders Til' I bust like that 9 in your heat holster Everything I say is hot, bitch I speak toaster And I bred orthodox like I eat kosher Shout out to (shhh) they gave a big loafa Green bread, I be chilling like a clean sofa It's that thick odor Young money T Young fuckers, black boy, oh silly me (I ain't got time!)  Better talk shit 'Cause I'm either in my Cons or my Golf shit Pants got a little flood, nigga pipe down A lil uzi, lil boosie way I wipe down (Boy I ain't got time!) To be sittin' here right now 'Cause niggas dying every day And I ain't light brown And I-D ain't wanna give a nigga no pose So I went and did a 12 page spread in Vogue (Nigga I ain't got time!)  Listen man I'm dat boy All you lil niggas clones, boy I feel dat boy You better kill that noise Turn around and remap route When they see that boy with them figures and that gap tooth Tick tock Tick tock Tick tock ""Fuck... Hello""",Flower Boy,2017
74,0.175,0.75,0.075,-0.9984,"<i>[""911"":]</i>  <i>[Tyler, The Creator:]</i> Call me, call me, call me, uh Call me, call me, call me, uh Call me, call me, call me, uh Call me, call me, call me Call me, how you doin'? Call me, my name is Lonely, nice to meet you Here's my number You can reach me, woo!  Call me 911, call me some time You should call me 911, call me some time You should call me, oh 911 Call me 911  Yeah, yeah, yeah, yeah My thirst levels are infinity and beyond Sippin' on that lemon, ayy, I need a Beyoncé Can't see straight, these shades are Céline Dion Sucks you can't gas me up, shout out to Elon Musk, yeah I got a sold out show Crowd wild out but don't matter 'cause you not front row I've been lookin' for a keeper, listen to the speaker If you fit description, hit me on my beeper At that 911  <i>[Steve Lacy:]</i> Call me some time <i>[Kilo Kish:]</i> Ring, ring, ring <i>[Steve Lacy:]</i> Please bling my line, you know I'll answer <i>[Tyler, The Creator:]</i> Click <i>[Steve Lacy:]</i> Call me some time <i>[Kilo Kish:]</i> Ring, ring, ring <i>[Steve Lacy:]</i> Please bling my line  <i>[Tyler, The Creator &amp; Syd]</i> Call me 911, call me some time You should call me 911, call me some time You should call me, oh 911 You should call me 911  <i>[Frank Ocean:]</i> Chirp, chirp Chirp, chirp Woke up in the burbs, burbs With the the birds, birds Where you used to come and get me with the swerve, swerve These days you gotta find time Even the night line Work line Dial 9  <i>[Tyler, The Creator:]</i> Five car garage Full tank of the gas But that don't mean nothin', nothin' Nothin', nothin', without you shotgunnin' the passenger I'm the loneliest man alive But I keep on dancin' to throw 'em off I'm gon' run out of moves 'cause I can't groove to the blues If you know any DJs, tell 'em to call me at 911  <i>[""Lonely"":]</i>  <i>[ScHoolboy Q:]</i> I can't even lie, I've been lonely as fuck <i>[Tyler, The Creator:]</i> Old lonely ass nigga... need to go and get some bitches or something <i>[ScHoolboy Q:]</i> I can't even lie, I've been lonely as fuck <i>[Tyler, The Creator:]</i> Weird ass nigga <i>[ScHoolboy Q:]</i> I can't even lie, I've been lonely as fuck I can't even lie, I've been <i>[Tyler, The Creator:]</i> Lonely, lonely, lonely, lonely  They say the loudest in the room is weak That's what they assume, but I disagree I say the loudest in the room Is prolly the loneliest one in the room (it's me) Attention seeker, public speaker Oh my God, that boy is so fuckin' lonely Writin' songs about these people Who do not exist, he's such a fuckin' phony One thing I know, is that I wanna Win so bad, but I'm not Chicago Heart is low, it's real low, it's so low You can't lift me up, I'm like a 'Lardo From the start it's been real dark It's been so dark I guess that you could call it charbroiled, huh I'm playin' like Hasbro I'm really sorry, call me auto Crashed the McLaren, bought me a Tesla I know you sick of me talkin' 'bout cars (skrrt) But what the fuck else do you want from me? That is the only thing keepin' me company Purchase some things until I'm annoyed These items is fillin' the void Been feelin' it for so long I don't even know if it's shit I enjoy (oh) Goin' backdoors and at door My partner is a chateau I need love, do you got some I could borrow? Fuck it, I can find some tomorrow Woah, but that never comes Like a vasectomy, what have I done? I got the talent, the face and the funds Found myself long ago but I haven't found someone (who) Mirror, mirror on the wall (who) The loneliest of them all (me) Cupid actin' stupid Do you got another number I could call? Never had a pet I've never had a pet There's more fish in the sea But I never had a goldfish to begin with I never had a dog So I've never been good with bitches 'Cause I never threw a ball, fetch I never had a pet, that's where it stems from, I bet Treat me like direct deposit Check in on me sometime Ask me how I'm really doin' So I never have to press that 911  Oh! Damn! Damn!",Flower Boy,2017
75,0.159,0.744,0.097,-0.8913,"<i>[Lil Wayne:]</i> Moolah! Like Adam in the Garden of Eden My bitch got an apple bottom and she swallow my seeds Follow my lead, fire I breathe, water my sea And sit back and watch money grow on trees Droppin' C's like classes, these hoes drop they asses I drop a seed in her panties, if it smell like pansies I'm a banshee in her panties, nigga, ask your mammy Never played golf, but got a driver and a Caddy Whole squad slammin' like Onyx, you know sticky fingaz Some dropped science, I'm droppin' English Even if Tyler, named the song flower No seeds in the bud, still don't trust bugs I'm down  <i>[Tyler, The Creator &amp; Lil Wayne:]</i> Droppin' seeds on these niggas They can't fuck with the boy (Mula!) Droppin' seeds on these bitches For the love of the sport I'm droppin' seeds, got this garden Flowers poppin' of course I'm droppin' seeds, motherfucker Weezy Baby the boy! Yugh!",Flower Boy,2017
